stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
6669,2017-11-13,3000,-11494,0,-8494,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-14,0,-5994,0,-5994,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-15,-1000,0,0,-1000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-16,-2000,21000,0,19000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-17,0,50000,0,50000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-20,0,50000,0,50000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-21,0,-2000,0,-2000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-22,0,60000,0,60000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-11-23,0,50000,0,50000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-12-11,30000,-1000,0,29000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-12-19,0,30000,0,30000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-12-20,0,-1000,0,-1000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-12-26,0,-13,0,-13,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2017-12-27,0,5000,0,5000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-04,0,15000,0,15000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-05,0,11000,0,11000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-08,0,-1000,0,-1000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-09,0,11000,0,11000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-10,0,5000,0,5000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-11,0,4000,0,4000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-15,8000,0,0,8000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-16,3000,0,0,3000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-17,5000,0,0,5000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-18,4000,0,0,4000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-22,0,57000,0,57000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-23,0,18000,0,18000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-25,0,16000,0,16000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-29,0,7000,0,7000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-01-31,0,-37000,0,-37000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-02-02,0,18971,0,18971,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-02-05,25000,16176,0,41176,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-02-06,2000,0,0,2000,,,,,,2026-07-24T11:49:13.579426+08:00
6669,2018-02-07,-12000,87100,0,75100,,,,,,2026-07-24T11:49:13.579426+08:00
