stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
941,2026-08-03,-1017516,-2964952,0,-3982468,225,0,,,,2026-08-15T07:51:49.297000+08:00
941,2026-08-04,-464140,-154050,0,-618190,224,0,-1.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-05,-2919466,1154020,0,-1765446,203,0,-21.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-06,320733,-292980,0,27753,205,0,2.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-07,39379,17000,0,56379,205,0,0.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-10,-791730,64000,0,-727730,217,0,12.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-11,-367822,-118000,0,-485822,217,0,0.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-12,-271934,15000,0,-256934,217,0,0.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-13,2718383,2224020,0,4942403,228,0,11.0,0.0,,2026-08-15T07:51:49.297000+08:00
941,2026-08-14,7719476,2648900,0,10368376,195,2,-33.0,2.0,,2026-08-15T07:51:49.297000+08:00
00941,2026-08-03,-1017516,-2964952,0,-3982468,225,0,,,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-04,-464140,-154050,0,-618190,224,0,-1.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-05,-2919466,1154020,0,-1765446,203,0,-21.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-06,320733,-292980,0,27753,205,0,2.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-07,39379,17000,0,56379,205,0,0.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-10,-791730,64000,0,-727730,217,0,12.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-11,-367822,-118000,0,-485822,217,0,0.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-12,-271934,15000,0,-256934,217,0,0.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-13,2718383,2224020,0,4942403,228,0,11.0,0.0,,2026-08-15T15:44:47.124427+08:00
00941,2026-08-14,7719476,2648900,0,10368376,195,2,-33.0,2.0,,2026-08-15T15:44:47.124427+08:00
