stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
2382,2016-01-04,68000,-3564800,-126000,-3622800,9738.0,467.0,,,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-05,73000,-230420,-401000,-558420,9618.0,485.0,-120.0,18.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-06,17000,-3717798,0,-3700798,9665.0,763.0,47.0,278.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-07,150000,-1586203,-2000,-1438203,9700.0,632.0,35.0,-131.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-08,33000,1294092,-200000,1127092,9532.0,650.0,-168.0,18.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-11,-34000,-1822660,-191000,-2047660,9544.0,590.0,12.0,-60.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-12,-167000,993800,-1661000,-834200,9521.0,635.0,-23.0,45.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-13,-2000,-717683,-2000,-721683,9420.0,558.0,-101.0,-77.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-14,25000,-1178823,-59000,-1212823,9276.0,621.0,-144.0,63.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-15,-94000,-5270493,-15000,-5379493,9526.0,365.0,250.0,-256.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-18,502000,-621691,-997000,-1116691,9717.0,333.0,191.0,-32.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-19,30000,-1617263,-6000,-1593263,9787.0,281.0,70.0,-52.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-20,-567000,-1646980,-15000,-2228980,9841.0,474.0,54.0,193.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-21,160000,-154395,0,5605,9787.0,438.0,-54.0,-36.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-22,14000,717000,0,731000,9683.0,461.0,-104.0,23.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-25,37000,2939000,17000,2993000,9217.0,509.0,-466.0,48.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-26,-53000,-1583000,-2000,-1638000,9504.0,425.0,287.0,-84.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-27,-24000,442338,0,418338,9340.0,423.0,-164.0,-2.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-28,331000,1725859,-22000,2034859,9014.0,414.0,-326.0,-9.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-29,-328000,1547693,2000,1221693,8721.0,474.0,-293.0,60.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-01-30,-52000,337000,18000,303000,8551.0,506.0,-170.0,32.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-01,-5000,765326,0,760326,8265.0,525.0,-286.0,19.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-02,-187000,2091548,0,1904548,7961.0,606.0,-304.0,81.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-03,49000,-951471,0,-902471,7966.0,519.0,5.0,-87.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-05,-5000,-566000,75000,-496000,,,,,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-15,198000,1361140,-763,1558377,7770.0,520.0,,,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-16,7000,387000,0,394000,7664.0,565.0,-106.0,45.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-17,222000,1462354,0,1684354,7542.0,590.0,-122.0,25.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-18,-35000,1530052,0,1495052,7189.0,632.0,-353.0,42.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-19,-117000,1137023,0,1020023,7071.0,676.0,-118.0,44.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-22,-54000,131000,0,77000,7214.0,700.0,143.0,24.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-23,-131000,-343876,-136000,-610876,7112.0,650.0,-102.0,-50.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-24,-132000,477925,221000,566925,6955.0,659.0,-157.0,9.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-25,-37000,139168,-10000,92168,6920.0,636.0,-35.0,-23.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-02-26,-218000,887000,63000,732000,6621.0,689.0,-299.0,53.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-03-01,140000,1246682,0,1386682,6284.0,698.0,-337.0,9.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-03-02,-71000,1061340,-3000,987340,5729.0,678.0,-555.0,-20.0,,2026-07-24T11:48:52.284712+08:00
2382,2016-03-03,-15000,1925843,36000,1946843,5498.0,699.0,-231.0,21.0,,2026-07-24T11:48:52.284712+08:00
