stock_id,trade_date,foreign_net,investment_trust_net,dealer_net,institutional_net,margin_balance,margin_change,short_balance,short_change,securities_lending,updated_at
00850,2026-08-03,-107586,473000,-290048,75366,,,,,,2026-08-03T20:01:23.281607+08:00
