stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
3008,2016-01-04,-23000,-83662,-18000,-124662,1678.0,369.0,,,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-05,35000,-119083,-21000,-105083,1706.0,366.0,28.0,-3.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-06,54000,445003,-35000,464003,1556.0,309.0,-150.0,-57.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-07,71000,80611,-30000,121611,1660.0,302.0,104.0,-7.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-08,3000,494631,1000,498631,1415.0,323.0,-245.0,21.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-11,-60000,43293,5000,-11707,1410.0,338.0,-5.0,15.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-12,12000,36751,-30000,18751,1360.0,324.0,-50.0,-14.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-13,-63000,315678,10000,262678,1223.0,381.0,-137.0,57.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-14,-1000,-93048,-34000,-128048,1275.0,365.0,52.0,-16.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-15,-71000,663704,67000,659704,1043.0,447.0,-232.0,82.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-18,29000,-268846,-3000,-242846,1107.0,378.0,64.0,-69.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-19,28000,-278536,25000,-225536,1135.0,366.0,28.0,-12.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-20,-75000,-200453,0,-275453,1184.0,326.0,49.0,-40.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-21,-57000,438589,3000,384589,1012.0,411.0,-172.0,85.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-22,26000,-207254,6000,-175254,1082.0,405.0,70.0,-6.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-25,40000,143000,58000,241000,1043.0,410.0,-39.0,5.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-26,-4000,215356,37000,248356,967.0,452.0,-76.0,42.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-27,104000,-552786,25000,-423786,1127.0,415.0,160.0,-37.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-28,28000,274133,50000,352133,955.0,442.0,-172.0,27.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-29,-115000,210518,56000,151518,852.0,454.0,-103.0,12.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-01-30,-40000,68000,38000,66000,778.0,450.0,-74.0,-4.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-01,89000,-465272,12000,-364272,981.0,435.0,203.0,-15.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-02,78000,-262184,-3000,-187184,1007.0,414.0,26.0,-21.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-03,-48000,18701,5000,-24299,949.0,414.0,-58.0,0.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-05,25000,186563,-31600,179963,,,,,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-15,102000,-39158,-31012,31830,930.0,421.0,,,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-16,2000,319237,41000,362237,777.0,430.0,-153.0,9.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-17,59000,-394735,-4000,-339735,918.0,418.0,141.0,-12.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-18,20000,-13803,-16000,-9803,942.0,408.0,24.0,-10.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-19,-13000,222101,7000,216101,872.0,408.0,-70.0,0.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-22,-40000,113000,-8000,65000,836.0,406.0,-36.0,-2.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-23,-40000,119777,-4000,75777,830.0,398.0,-6.0,-8.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-24,-28000,-14166,-6000,-48166,862.0,396.0,32.0,-2.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-25,-28000,130082,3000,105082,856.0,398.0,-6.0,2.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-02-26,27000,126905,0,153905,855.0,393.0,-1.0,-5.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-01,55000,336206,-2000,389206,760.0,391.0,-95.0,-2.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-02,-41000,10658,-17000,-47342,810.0,350.0,50.0,-41.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-03,-6000,-23296,-9000,-38296,889.0,349.0,79.0,-1.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-04,8000,197508,26000,231508,836.0,354.0,-53.0,5.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-07,14000,-84622,-33000,-103622,932.0,344.0,96.0,-10.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-08,17000,12801,-63000,-33199,946.0,327.0,14.0,-17.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-09,47000,-281500,-8000,-242500,1055.0,323.0,109.0,-4.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-10,40000,-136743,-6000,-102743,1117.0,319.0,62.0,-4.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-11,42000,56100,-1000,97100,1086.0,289.0,-31.0,-30.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-14,-24000,30109,38000,44109,1137.0,268.0,51.0,-21.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-15,-27000,-187519,-9000,-223519,1223.0,257.0,86.0,-11.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-16,23000,304277,-12000,315277,1134.0,279.0,-89.0,22.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-17,-52000,344,6000,-45656,1218.0,263.0,84.0,-16.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-18,66000,-45045,-1000,19955,1224.0,259.0,6.0,-4.0,,2026-07-24T11:49:03.978521+08:00
3008,2016-03-21,33000,-32955,16000,16045,1244.0,255.0,20.0,-4.0,,2026-07-24T11:49:03.978521+08:00
