stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
2885,2016-01-04,-720063,-11165134,-220639,-12105836,57053.0,26405.0,,,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-05,-166000,-8246770,-12000,-8424770,57002.0,25743.0,-51.0,-662.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-06,-310294,-1734899,1000,-2044193,55695.0,25716.0,-1307.0,-27.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-07,421000,-13331932,-1170884,-14081816,57919.0,25263.0,2224.0,-453.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-08,2719328,-12246978,0,-9527650,56989.0,25159.0,-930.0,-104.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-11,-1933000,-10327556,-418000,-12678556,56385.0,24895.0,-604.0,-264.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-12,-1110843,-13138217,-3000,-14252060,55197.0,23905.0,-1188.0,-990.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-13,409000,-4888788,-117000,-4596788,55502.0,22905.0,305.0,-1000.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-14,-35993,-9686485,0,-9722478,56566.0,22999.0,1064.0,94.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-15,-611230,-21995273,30000,-22576503,58170.0,22794.0,1604.0,-205.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-18,-557692,-7448751,0,-8006443,59171.0,22139.0,1001.0,-655.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-19,428000,-8010535,0,-7582535,59837.0,22094.0,666.0,-45.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-20,-996964,-8344710,-54000,-9395674,60539.0,20139.0,702.0,-1955.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-21,-1557846,-9510074,-171000,-11238920,61453.0,18687.0,914.0,-1452.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-22,-812000,363600,0,-448400,60463.0,18588.0,-990.0,-99.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-25,259000,-13022008,-7000,-12770008,63599.0,17727.0,3136.0,-861.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-26,-906000,-7386751,2000,-8290751,65424.0,17093.0,1825.0,-634.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-27,-309850,-5649295,0,-5959145,65740.0,17197.0,316.0,104.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-28,117000,-9331870,-3000,-9217870,66087.0,17535.0,347.0,338.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-29,2244000,-19429797,4000,-17181797,66323.0,17817.0,236.0,282.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-01-30,1605300,2953000,63000,4621300,61066.0,19214.0,-5257.0,1397.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-01,-1654000,4203291,0,2549291,61034.0,20876.0,-32.0,1662.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-02,-421000,122132,0,-298868,60325.0,21242.0,-709.0,366.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-03,-1537141,-11735051,0,-13272192,60900.0,21738.0,575.0,496.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-05,63000,-3427000,0,-3364000,,,,,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-15,117000,-5781756,-6304,-5671060,62283.0,22980.0,,,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-16,2436148,4850869,0,7287017,61590.0,24990.0,-693.0,2010.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-17,-318000,-3469124,3000,-3784124,62866.0,26212.0,1276.0,1222.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-18,723972,4188677,0,4912649,59753.0,27257.0,-3113.0,1045.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-19,-37000,-4676246,237000,-4476246,60204.0,27515.0,451.0,258.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-22,-8143,-1639703,0,-1647846,58576.0,27714.0,-1628.0,199.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-23,6000,-2819644,0,-2813644,58578.0,28238.0,2.0,524.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-24,-570000,-3795016,204000,-4161016,59924.0,28940.0,1346.0,702.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-25,-467000,-2927221,0,-3394221,60788.0,29744.0,864.0,804.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-02-26,-1140,-4588439,123000,-4466579,60528.0,30620.0,-260.0,876.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-01,262000,1227044,167000,1656044,59346.0,31171.0,-1182.0,551.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-02,-37580,819108,-48724,732804,59839.0,32208.0,493.0,1037.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-03,317330,13868677,0,14186007,58946.0,33991.0,-893.0,1783.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-04,1342000,-10543410,102000,-9099410,54986.0,35570.0,-3960.0,1579.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-07,-1341790,-1390755,0,-2732545,55650.0,36026.0,664.0,456.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-08,-1558574,9702577,-10000,8134003,54751.0,36889.0,-899.0,863.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-09,961000,-12259356,4915000,-6383356,56164.0,38273.0,1413.0,1384.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-10,436000,3152365,8000,3596365,55405.0,38485.0,-759.0,212.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-11,-114107,-2705812,-141000,-2960919,56844.0,38491.0,1439.0,6.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-14,-37000,-7802610,0,-7839610,54933.0,38555.0,-1911.0,64.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-15,-1474000,-3907000,0,-5381000,55594.0,38492.0,661.0,-63.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-16,-1316000,6592056,0,5276056,52778.0,38502.0,-2816.0,10.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-17,479000,5967429,-160000,6286429,53035.0,38488.0,257.0,-14.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-18,-989000,4067180,1000,3079180,52396.0,38504.0,-639.0,16.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-21,211000,-2340158,-37000,-2166158,53041.0,38518.0,645.0,14.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-22,8715000,-8535911,0,179089,54959.0,6988.0,1918.0,-31530.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-23,666606,7065230,-19000,7712836,54737.0,2271.0,-222.0,-4717.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-24,-365095,2936605,0,2571510,54547.0,1088.0,-190.0,-1183.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-25,283000,-5219000,0,-4936000,55208.0,956.0,661.0,-132.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-28,467000,4313597,-366442,4414155,54751.0,984.0,-457.0,28.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-29,-2829000,5707024,0,2878024,54548.0,915.0,-203.0,-69.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-30,228000,12579636,0,12807636,53119.0,849.0,-1429.0,-66.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-03-31,1031705,-2280022,0,-1248317,53896.0,229.0,777.0,-620.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-01,-958000,-4350940,0,-5308940,54677.0,203.0,781.0,-26.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-06,490000,1877102,0,2367102,54609.0,172.0,-68.0,-31.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-07,-1041000,-23437977,-2000,-24480977,59180.0,99.0,4571.0,-73.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-08,942000,-22223289,-111000,-21392289,60920.0,0.0,1740.0,-99.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-11,-607000,-6495326,0,-7102326,61175.0,0.0,255.0,0.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-12,-724000,-16760830,5000,-17479830,63556.0,0.0,2381.0,0.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-13,578000,-11088656,-104000,-10614656,64436.0,0.0,880.0,0.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-14,934000,1753780,0,2687780,65019.0,720.0,583.0,720.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-15,-144000,7240120,56000,7152120,62618.0,1822.0,-2401.0,1102.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-18,-121000,-1433542,0,-1554542,62506.0,1822.0,-112.0,0.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-19,6000,-12621845,0,-12615845,64211.0,1058.0,1705.0,-764.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-20,-735000,-4014975,67000,-4682975,64963.0,481.0,752.0,-577.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-21,2395295,-1172637,0,1222658,64266.0,341.0,-697.0,-140.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-22,-376000,1332724,0,956724,63605.0,313.0,-661.0,-28.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-25,7899000,-740421,-1000,7157579,63186.0,313.0,-419.0,0.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-26,4822000,2611822,0,7433822,62400.0,331.0,-786.0,18.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-27,335000,-2456169,0,-2121169,61791.0,353.0,-609.0,22.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-28,-455000,-9128834,0,-9583834,63125.0,175.0,1334.0,-178.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-04-29,244000,-15102989,0,-14858989,63198.0,69.0,73.0,-106.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-03,-2000,-5055740,0,-5057740,63079.0,70.0,-119.0,1.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-04,131000,-20165000,0,-20034000,64661.0,199.0,1582.0,129.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-05,155000,-23831252,4000,-23672252,65794.0,174.0,1133.0,-25.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-06,-899000,-23188197,122000,-23965197,67235.0,231.0,1441.0,57.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-09,214171,-20913674,0,-20699503,67704.0,309.0,469.0,78.0,,2026-07-24T11:48:59.124211+08:00
2885,2016-05-10,658000,-26828313,11249,-26159064,68858.0,354.0,1154.0,45.0,,2026-07-24T11:48:59.124211+08:00
