stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
6208,2016-01-04,,,,,1.0,0.0,,,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-05,-3000.0,0.0,0.0,-3000.0,0.0,0.0,-1.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-06,-3000.0,0.0,0.0,-3000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-07,-1000.0,0.0,0.0,-1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-08,-4000.0,0.0,0.0,-4000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-11,-6000.0,0.0,0.0,-6000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-12,-9000.0,0.0,0.0,-9000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-13,-3000.0,0.0,0.0,-3000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-15,-11000.0,0.0,0.0,-11000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-18,-1000.0,0.0,0.0,-1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-19,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-20,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-21,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-22,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-25,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-26,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-27,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-01-30,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-01,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-02,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-05,-50000.0,0.0,0.0,-50000.0,,,,,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-15,8000.0,0.0,0.0,8000.0,0.0,0.0,,,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-16,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-18,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-23,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-24,,,,,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-25,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
6208,2016-02-26,-1000.0,0.0,0.0,-1000.0,0.0,0.0,0.0,0.0,,2026-07-24T11:48:07.791616+08:00
