stock_id,trade_date,dealer_net,foreign_net,investment_trust_net,institutional_net,margin_balance,short_balance,margin_change,short_change,securities_lending,updated_at
3231,2016-01-04,-195000.0,-957680.0,0.0,-1152680.0,59956.0,4093.0,,,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-05,-286000.0,3401109.0,20000.0,3135109.0,60042.0,3923.0,86.0,-170.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-06,-1020000.0,937716.0,-2354000.0,-2436284.0,57899.0,4048.0,-2143.0,125.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-07,149000.0,7749602.0,0.0,7898602.0,56353.0,4181.0,-1546.0,133.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-08,535000.0,-2878684.0,400000.0,-1943684.0,57595.0,4413.0,1242.0,232.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-11,-449000.0,-4628102.0,0.0,-5077102.0,56853.0,4090.0,-742.0,-323.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-12,-245000.0,792532.0,-1000.0,546532.0,55812.0,3572.0,-1041.0,-518.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-13,-981000.0,-631279.0,-912000.0,-2524279.0,53513.0,2778.0,-2299.0,-794.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-14,-131000.0,1146283.0,-408000.0,607283.0,51018.0,2592.0,-2495.0,-186.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-15,525000.0,-2100878.0,-17000.0,-1592878.0,50512.0,2963.0,-506.0,371.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-18,122000.0,-2184938.0,-965000.0,-3027938.0,51532.0,2585.0,1020.0,-378.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-19,-22000.0,923449.0,-272000.0,629449.0,51365.0,2547.0,-167.0,-38.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-20,3550000.0,6235657.0,483000.0,10268657.0,48877.0,2974.0,-2488.0,427.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-21,-1700000.0,-4123721.0,-18733.0,-5842454.0,50550.0,2919.0,1673.0,-55.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-22,1058000.0,2256000.0,-396000.0,2918000.0,49670.0,3504.0,-880.0,585.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-25,236000.0,-2158474.0,250000.0,-1672474.0,50598.0,3429.0,928.0,-75.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-26,190000.0,5310735.0,80000.0,5580735.0,49216.0,3529.0,-1382.0,100.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-27,451000.0,164768.0,0.0,615768.0,49211.0,3547.0,-5.0,18.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-28,-90000.0,2365766.0,0.0,2275766.0,48877.0,3669.0,-334.0,122.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-29,3667000.0,6419000.0,1000.0,10087000.0,45193.0,4168.0,-3684.0,499.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-01-30,-1594000.0,219000.0,20000.0,-1355000.0,46180.0,3703.0,987.0,-465.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-01,-678000.0,5498734.0,100000.0,4920734.0,46007.0,3622.0,-173.0,-81.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-02,-487000.0,1364542.0,0.0,877542.0,45700.0,3627.0,-307.0,5.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-03,-615614.0,2558667.0,-265000.0,1678053.0,44955.0,3741.0,-745.0,114.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-05,407000.0,-1396345.0,182000.0,-807345.0,,,,,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-15,-26000.0,1967308.0,-496893.0,1444415.0,45237.0,4036.0,,,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-16,-264000.0,1182890.0,0.0,918890.0,45177.0,4080.0,-60.0,44.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-17,1043000.0,10875000.0,1000.0,11919000.0,43909.0,4173.0,-1268.0,93.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-18,-1020000.0,4391576.0,100000.0,3471576.0,43907.0,4271.0,-2.0,98.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-19,342000.0,2595015.0,-1000.0,2936015.0,43374.0,4380.0,-533.0,109.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-22,-1145000.0,1135000.0,0.0,-10000.0,43850.0,4342.0,476.0,-38.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-23,-588000.0,1254828.0,0.0,666828.0,44053.0,4353.0,203.0,11.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-24,726000.0,10353786.0,0.0,11079786.0,42900.0,4503.0,-1153.0,150.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-25,-577000.0,5184800.0,0.0,4607800.0,41581.0,4464.0,-1319.0,-39.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-02-26,-620000.0,3935198.0,0.0,3315198.0,41055.0,4736.0,-526.0,272.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-01,-270000.0,2649448.0,0.0,2379448.0,41051.0,4698.0,-4.0,-38.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-02,122000.0,6805117.0,-2000.0,6925117.0,40308.0,4690.0,-743.0,-8.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-03,-511000.0,5736049.0,0.0,5225049.0,39211.0,4859.0,-1097.0,169.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-04,-275000.0,1870091.0,40000.0,1635091.0,39230.0,4734.0,19.0,-125.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-07,1706000.0,17812000.0,0.0,19518000.0,36212.0,5284.0,-3018.0,550.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-08,-1393000.0,1899420.0,-689000.0,-182580.0,35906.0,5213.0,-306.0,-71.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-09,-155000.0,4273612.0,0.0,4118612.0,36041.0,5453.0,135.0,240.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-10,22000.0,5447978.0,0.0,5469978.0,35500.0,5614.0,-541.0,161.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-11,-714000.0,5218764.0,0.0,4504764.0,34792.0,5098.0,-708.0,-516.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-14,1565000.0,7379000.0,-175000.0,8769000.0,34516.0,5331.0,-276.0,233.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-15,-2133000.0,5062423.0,0.0,2929423.0,34121.0,5145.0,-395.0,-186.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-16,482000.0,2018000.0,0.0,2500000.0,33441.0,5205.0,-680.0,60.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-17,-1143000.0,5123872.0,0.0,3980872.0,33234.0,5275.0,-207.0,70.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-18,4801000.0,18020027.0,-7031000.0,15790027.0,32700.0,5737.0,-534.0,462.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-21,57000.0,8761218.0,697000.0,9515218.0,45479.0,6908.0,12779.0,1171.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-22,-1542000.0,-2413653.0,34000.0,-3921653.0,49015.0,6137.0,3536.0,-771.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-23,-1008000.0,4937000.0,-1000000.0,2929000.0,50057.0,5889.0,1042.0,-248.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-24,-2560000.0,-4342000.0,0.0,-6902000.0,52174.0,5701.0,2117.0,-188.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-25,-432000.0,-1455000.0,0.0,-1887000.0,51250.0,4538.0,-924.0,-1163.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-28,58000.0,-17195000.0,-410000.0,-17547000.0,54198.0,4091.0,2948.0,-447.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-29,-484122.0,-3659000.0,-1220000.0,-5363122.0,55429.0,3772.0,1231.0,-319.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-30,1506000.0,7200000.0,-686000.0,8020000.0,53307.0,4392.0,-2122.0,620.0,,2026-07-24T11:49:06.777249+08:00
3231,2016-03-31,-197000.0,-9309175.0,-870000.0,-10376175.0,55440.0,4729.0,2133.0,337.0,,2026-07-24T11:49:06.777249+08:00
