stock_id,trade_date,adjusted_close,close,high,low,open,volume,updated_at
00403A.TW,2026-04-28,10.0,10.0,10.0,10.0,10.0,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-04-29,10.0,10.0,10.0,10.0,10.0,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-04-30,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-04,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-05,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-06,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-07,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-08,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-11,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-12,10.800000190734863,10.800000190734863,10.960000038146973,10.510000228881836,10.930000305175781,11429599,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-13,10.180000305175781,10.180000305175781,10.350000381469727,10.119999885559082,10.300000190734863,6920918,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-14,10.239999771118164,10.239999771118164,10.380000114440918,10.210000038146973,10.329999923706055,843625361,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-15,10.0,10.0,10.380000114440918,10.0,10.380000114440918,1846753344,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-18,9.84000015258789,9.84000015258789,9.880000114440918,9.710000038146973,9.880000114440918,1272733421,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-19,9.720000267028809,9.720000267028809,9.920000076293945,9.720000267028809,9.850000381469727,976965589,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-20,9.65999984741211,9.65999984741211,9.770000457763672,9.640000343322754,9.729999542236328,746716529,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-21,10.010000228881836,10.010000228881836,10.020000457763672,9.890000343322754,9.899999618530273,428014431,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-22,10.199999809265137,10.199999809265137,10.210000038146973,10.119999885559082,10.119999885559082,539776086,2026-07-20T18:26:14.079899+08:00
00403A.TW,2026-05-25,10.579999923706055,10.579999923706055,10.619999885559082,10.380000114440918,10.399999618530273,718462645,2026-07-20T18:26:14.079899+08:00
