stock_id,trade_date,adjusted_close,close,high,low,open,volume,updated_at
00663L.TW,2024-07-22,216.60000610351562,216.60000610351562,225.0,214.5500030517578,224.5500030517578,1041000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-07-23,225.9499969482422,225.9499969482422,225.9499969482422,222.10000610351562,222.10000610351562,48000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-07-26,211.25,211.25,211.6999969482422,209.0,209.85000610351562,17001,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-07-29,213.4499969482422,213.4499969482422,217.75,213.4499969482422,217.75,18000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-07-30,214.1999969482422,214.1999969482422,214.89999389648438,206.60000610351562,208.35000610351562,16039,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-07-31,214.3000030517578,214.3000030517578,215.0,211.75,211.75,17000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-01,221.5500030517578,221.5500030517578,222.1999969482422,220.8000030517578,222.1999969482422,10000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-02,201.75,201.75,210.5,201.75,208.60000610351562,136012,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-05,161.39999389648438,161.39999389648438,178.0500030517578,161.39999389648438,178.0500030517578,494029,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-06,178.6999969482422,178.6999969482422,184.60000610351562,164.8000030517578,180.85000610351562,747000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-07,190.14999389648438,190.14999389648438,191.89999389648438,180.0,181.3000030517578,134000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-08,183.1999969482422,183.1999969482422,187.14999389648438,180.0,183.60000610351562,488000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-09,193.39999389648438,193.39999389648438,196.3000030517578,190.14999389648438,192.39999389648438,642100,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-12,198.75,198.75,201.0,197.75,198.25,141000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-13,200.0,200.0,201.0,198.39999389648438,201.0,21000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-14,203.89999389648438,203.89999389648438,206.3000030517578,202.75,204.8000030517578,741000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-15,202.75,202.75,205.35000610351562,202.6999969482422,205.35000610351562,89000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-16,210.64999389648438,210.64999389648438,211.9499969482422,210.0500030517578,210.0500030517578,43036,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-19,210.5500030517578,210.5500030517578,212.8000030517578,210.25,210.6999969482422,79000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-20,211.5500030517578,211.5500030517578,213.5500030517578,211.5500030517578,213.5500030517578,174000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-21,209.0,209.0,209.5500030517578,208.0,209.5500030517578,15000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-22,206.6999969482422,206.6999969482422,208.4499969482422,206.0,208.4499969482422,12000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-23,207.1999969482422,207.1999969482422,207.1999969482422,202.4499969482422,203.75,131002,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-26,208.39999389648438,208.39999389648438,212.10000610351562,208.39999389648438,210.5,17000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-27,208.0,208.0,208.0,205.0500030517578,205.60000610351562,11001,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-28,211.89999389648438,211.89999389648438,211.89999389648438,208.0,208.0,129000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-29,207.8000030517578,207.8000030517578,207.8000030517578,203.89999389648438,205.6999969482422,74000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-08-30,210.3000030517578,210.3000030517578,210.6999969482422,210.1999969482422,210.1999969482422,4000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-09-02,208.4499969482422,208.4499969482422,211.1999969482422,208.0,211.1999969482422,114000,2026-07-23T01:51:47.728206+08:00
00663L.TW,2024-09-03,206.60000610351562,206.60000610351562,209.35000610351562,206.0,208.4499969482422,20000,2026-07-23T01:51:47.728206+08:00
