stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0927,113,2024-01-23,,0.36,0.0,0.0,2024-01-17,,2024-02-21,2026-07-27T00:33:26.584916+08:00
00927,113,2024-01-23,,0.36,0.0,0.0,2024-01-17,,2024-02-21,2026-08-28T01:35:42.366239+08:00
0927,113,2024-04-24,,0.4,0.0,0.0,2024-04-18,,2024-05-15,2026-07-27T00:33:26.584916+08:00
00927,113,2024-04-24,,0.4,0.0,0.0,2024-04-18,,2024-05-15,2026-08-28T01:35:42.366239+08:00
0927,113,2024-07-27,,0.64,0.0,0.0,2024-07-19,,2024-08-09,2026-07-27T00:33:26.584916+08:00
00927,113,2024-07-27,,0.64,0.0,0.0,2024-07-19,,2024-08-09,2026-08-28T01:35:42.366239+08:00
0927,113,2024-10-28,,0.48,0.0,0.0,2024-10-22,,2024-11-12,2026-07-27T00:33:26.584916+08:00
00927,113,2024-10-28,,0.48,0.0,0.0,2024-10-22,,2024-11-12,2026-08-28T01:35:42.366239+08:00
0927,114,2025-01-28,,0.37,0.0,0.0,2025-01-22,,2025-02-21,2026-07-27T00:33:26.584916+08:00
00927,114,2025-01-28,,0.37,0.0,0.0,2025-01-22,,2025-02-21,2026-08-28T01:35:42.366239+08:00
0927,114,2025-04-26,,0.37,0.0,0.0,2025-04-18,,2025-05-15,2026-07-27T00:33:26.584916+08:00
00927,114,2025-04-26,,0.37,0.0,0.0,2025-04-18,,2025-05-15,2026-08-28T01:35:42.366239+08:00
0927,114,2025-07-22,,0.22,0.0,0.0,2025-07-16,,2025-08-11,2026-07-27T00:33:26.584916+08:00
00927,114,2025-07-22,,0.22,0.0,0.0,2025-07-16,,2025-08-11,2026-08-28T01:35:42.366239+08:00
0927,114,2025-10-26,,0.22,0.0,0.0,2025-10-20,,2025-11-14,2026-07-27T00:33:26.584916+08:00
00927,114,2025-10-26,,0.22,0.0,0.0,2025-10-20,,2025-11-14,2026-08-28T01:35:42.366239+08:00
0927,115,2026-04-26,,0.94,0.0,0.0,2026-04-20,,2026-05-15,2026-07-27T00:33:26.584916+08:00
00927,115,2026-04-26,,0.94,0.0,0.0,2026-04-20,,2026-05-15,2026-08-28T01:35:42.366239+08:00
0927,115,2026-07-22,,1.88,0.0,0.0,2026-07-16,,2026-08-11,2026-07-27T00:33:26.584916+08:00
00927,115,2026-07-22,,1.88,0.0,0.0,2026-07-16,,2026-08-11,2026-08-28T01:35:42.366239+08:00
0927,113,,,0.4,0.0,0.0,,,,2026-07-26T22:43:18.832141+08:00
