stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00735,113,2024-01-23 00:00:00,,1.1,0.0,0.0,2024-01-17 00:00:00,,2024-02-17 00:00:00,2026-08-06T02:14:31.533408+08:00
00735,113,2024-07-22 00:00:00,,2.73,0.0,0.0,2024-07-16 00:00:00,,2024-08-09 00:00:00,2026-08-06T02:14:31.533408+08:00
00735,114,2025-01-25 00:00:00,,0.17,0.0,0.0,2025-01-17 00:00:00,,2025-02-18 00:00:00,2026-08-06T02:14:31.533408+08:00
00735,114,2025-07-22 00:00:00,,0.25,0.0,0.0,2025-07-16 00:00:00,,2025-08-11 00:00:00,2026-08-06T02:14:31.533408+08:00
00735,115,2026-01-26 00:00:00,,1.0,0.0,0.0,2026-01-20 00:00:00,,2026-02-12 00:00:00,2026-08-06T02:14:31.533408+08:00
00735,115,2026-07-22 00:00:00,,3.0,0.0,0.0,2026-07-16 00:00:00,,2026-08-11 00:00:00,2026-08-06T02:14:31.533408+08:00
735,113,2024-01-23,,1.1,0.0,0.0,2024-01-17,,2024-02-17,2026-07-26T22:43:17.685359+08:00
735,113,2024-01-23 00:00:00,,1.1,0.0,0.0,2024-01-17 00:00:00,,2024-02-17 00:00:00,2026-07-27T00:33:24.956234+08:00
735,113,2024-07-22,,2.73,0.0,0.0,2024-07-16,,2024-08-09,2026-07-26T22:43:17.685359+08:00
735,113,2024-07-22 00:00:00,,2.73,0.0,0.0,2024-07-16 00:00:00,,2024-08-09 00:00:00,2026-07-27T00:33:24.956234+08:00
735,114,2025-01-25,,0.17,0.0,0.0,2025-01-17,,2025-02-18,2026-07-26T22:43:17.685359+08:00
735,114,2025-01-25 00:00:00,,0.17,0.0,0.0,2025-01-17 00:00:00,,2025-02-18 00:00:00,2026-07-27T00:33:24.956234+08:00
735,114,2025-07-22,,0.25,0.0,0.0,2025-07-16,,2025-08-11,2026-07-26T22:43:17.685359+08:00
735,114,2025-07-22 00:00:00,,0.25,0.0,0.0,2025-07-16 00:00:00,,2025-08-11 00:00:00,2026-07-27T00:33:24.956234+08:00
735,115,2026-01-26,,1.0,0.0,0.0,2026-01-20,,2026-02-12,2026-07-26T22:43:17.685359+08:00
735,115,2026-01-26 00:00:00,,1.0,0.0,0.0,2026-01-20 00:00:00,,2026-02-12 00:00:00,2026-07-27T00:33:24.956234+08:00
735,115,2026-07-22,,3.0,0.0,0.0,2026-07-16,,2026-08-11,2026-07-26T22:43:17.685359+08:00
735,115,2026-07-22 00:00:00,,3.0,0.0,0.0,2026-07-16 00:00:00,,2026-08-11 00:00:00,2026-07-27T00:33:24.956234+08:00
