stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0919,113,2024-03-24,,0.66,0.0,0.0,2024-03-18,,2024-04-15,2026-07-27T00:33:26.143483+08:00
00919,113,2024-03-24,,0.66,0.0,0.0,2024-03-18,,2024-04-15,2026-08-22T07:18:09.756294+08:00
0919,113,2024-06-30,,0.7,0.0,0.0,2024-06-24,,2024-07-15,2026-07-27T00:33:26.143483+08:00
00919,113,2024-06-30,,0.7,0.0,0.0,2024-06-24,,2024-07-15,2026-08-22T07:18:09.756294+08:00
0919,113,2024-09-29,,0.72,0.0,0.0,2024-09-23,,2024-10-15,2026-07-27T00:33:26.143483+08:00
00919,113,2024-09-29,,0.72,0.0,0.0,2024-09-23,,2024-10-15,2026-08-22T07:18:09.756294+08:00
0919,113,2024-12-28,,0.72,0.0,0.0,2024-12-20,,2025-01-13,2026-07-27T00:33:26.143483+08:00
00919,113,2024-12-28,,0.72,0.0,0.0,2024-12-20,,2025-01-13,2026-08-22T07:18:09.756294+08:00
0919,114,2025-03-24,,0.72,0.0,0.0,2025-03-18,,2025-04-15,2026-07-27T00:33:26.143483+08:00
00919,114,2025-03-24,,0.72,0.0,0.0,2025-03-18,,2025-04-15,2026-08-22T07:18:09.756294+08:00
0919,114,2025-06-23,,0.72,0.0,0.0,2025-06-17,,2025-07-11,2026-07-27T00:33:26.143483+08:00
00919,114,2025-06-23,,0.72,0.0,0.0,2025-06-17,,2025-07-11,2026-08-22T07:18:09.756294+08:00
0919,114,2025-09-22,,0.54,0.0,0.0,2025-09-16,,2025-10-15,2026-07-27T00:33:26.143483+08:00
00919,114,2025-09-22,,0.54,0.0,0.0,2025-09-16,,2025-10-15,2026-08-22T07:18:09.756294+08:00
0919,114,2025-12-22,,0.54,0.0,0.0,2025-12-16,,2026-01-13,2026-07-27T00:33:26.143483+08:00
00919,114,2025-12-22,,0.54,0.0,0.0,2025-12-16,,2026-01-13,2026-08-22T07:18:09.756294+08:00
0919,115,2026-03-23,,0.78,0.0,0.0,2026-03-17,,2026-04-14,2026-07-27T00:33:26.143483+08:00
00919,115,2026-03-23,,0.78,0.0,0.0,2026-03-17,,2026-04-14,2026-08-22T07:18:09.756294+08:00
0919,115,2026-06-22,,1.0,0.0,0.0,2026-06-16,,2026-07-13,2026-07-27T00:33:26.143483+08:00
00919,115,2026-06-22,,1.0,0.0,0.0,2026-06-16,,2026-07-13,2026-08-22T07:18:09.756294+08:00
0919,113,,,0.7,0.0,0.0,,,,2026-07-26T22:43:18.499987+08:00
