stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00915,113,2024-03-24,,0.72,0.0,0.0,2024-03-18,,2024-04-15,2026-09-16T19:21:39.041901+08:00
00915,113,2024-06-25,,0.72,0.0,0.0,2024-06-19,,2024-07-15,2026-09-16T19:21:39.041901+08:00
00915,113,2024-09-25,,0.82,0.0,0.0,2024-09-19,,2024-10-16,2026-09-16T19:21:39.041901+08:00
00915,113,2024-12-23,,0.75,0.0,0.0,2024-12-17,,2025-01-13,2026-09-16T19:21:39.041901+08:00
00915,114,2025-03-25,,0.5,0.0,0.0,2025-03-19,,2025-04-15,2026-09-16T19:21:39.041901+08:00
00915,114,2025-06-23,,0.21,0.0,0.0,2025-06-17,,2025-07-11,2026-09-16T19:21:39.041901+08:00
00915,114,2025-09-22,,0.29,0.0,0.0,2025-09-16,,2025-10-15,2026-09-16T19:21:39.041901+08:00
00915,114,2025-12-22,,0.35,0.0,0.0,2025-12-16,,2026-01-13,2026-09-16T19:21:39.041901+08:00
00915,115,2026-03-23,,0.38,0.0,0.0,2026-03-17,,2026-04-14,2026-09-16T19:21:39.041901+08:00
00915,115,2026-06-22,,0.45,0.0,0.0,2026-06-16,,2026-07-10,2026-09-16T19:21:39.041901+08:00
00915,115,2026-09-22,,0.6,0.0,0.0,2026-09-16,,2026-10-15,2026-09-16T19:21:39.041901+08:00
