stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00923,113,2024-03-05 00:00:00,,0.23,0.0,0.0,2024-02-27 00:00:00,,2024-03-25 00:00:00,2026-08-08T22:55:09.852544+08:00
00923,113,2024-03-27 00:00:00,,0.23,0.0,0.0,2024-02-27 00:00:00,,2024-03-25 00:00:00,2026-08-08T22:55:09.852544+08:00
00923,113,2024-08-27 00:00:00,,0.923,0.0,0.0,2024-08-21 00:00:00,,2024-09-11 00:00:00,2026-08-08T22:55:09.852544+08:00
00923,114,2025-02-24 00:00:00,,0.77,0.0,0.0,2025-02-18 00:00:00,,2025-03-17 00:00:00,2026-08-08T22:55:09.852544+08:00
00923,114,2025-08-24 00:00:00,,0.923,0.0,0.0,2025-08-18 00:00:00,,2025-09-11 00:00:00,2026-08-08T22:55:09.852544+08:00
00923,115,2026-03-07 00:00:00,,1.71,0.0,0.0,2026-02-26 00:00:00,,2026-03-25 00:00:00,2026-08-08T22:55:09.852544+08:00
923,113,2024-03-05,,0.23,0.0,0.0,2024-02-27,,2024-03-25,2026-07-26T22:43:18.715357+08:00
923,113,2024-03-05 00:00:00,,0.23,0.0,0.0,2024-02-27 00:00:00,,2024-03-25 00:00:00,2026-07-27T00:33:26.441958+08:00
923,113,2024-03-27,,0.23,0.0,0.0,2024-02-27,,2024-03-25,2026-07-26T22:43:18.715357+08:00
923,113,2024-03-27 00:00:00,,0.23,0.0,0.0,2024-02-27 00:00:00,,2024-03-25 00:00:00,2026-07-27T00:33:26.441958+08:00
923,113,2024-08-27,,0.923,0.0,0.0,2024-08-21,,2024-09-11,2026-07-26T22:43:18.715357+08:00
923,113,2024-08-27 00:00:00,,0.923,0.0,0.0,2024-08-21 00:00:00,,2024-09-11 00:00:00,2026-07-27T00:33:26.441958+08:00
923,114,2025-02-24,,0.77,0.0,0.0,2025-02-18,,2025-03-17,2026-07-26T22:43:18.715357+08:00
923,114,2025-02-24 00:00:00,,0.77,0.0,0.0,2025-02-18 00:00:00,,2025-03-17 00:00:00,2026-07-27T00:33:26.441958+08:00
923,114,2025-08-24,,0.923,0.0,0.0,2025-08-18,,2025-09-11,2026-07-26T22:43:18.715357+08:00
923,114,2025-08-24 00:00:00,,0.923,0.0,0.0,2025-08-18 00:00:00,,2025-09-11 00:00:00,2026-07-27T00:33:26.441958+08:00
923,115,2026-03-07,,1.71,0.0,0.0,2026-02-26,,2026-03-25,2026-07-26T22:43:18.715357+08:00
923,115,2026-03-07 00:00:00,,1.71,0.0,0.0,2026-02-26 00:00:00,,2026-03-25 00:00:00,2026-07-27T00:33:26.441958+08:00
