stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
2327,112年後半年度,2024-07-05 00:00:00,2024-06-13 09:51:24,19.97238355,0.0,0.0,2024-06-27 00:00:00,,2024-07-19 00:00:00,2026-08-09T23:01:29.015276+08:00
2327,112年後半年度,2024-08-21 00:00:00,2024-07-31 11:08:34,0.0,1.94836497,0.194836497,,2024-08-15 00:00:00,,2026-08-09T23:01:29.015276+08:00
2327,113年後半年度,2025-06-21 00:00:00,2025-05-27 17:15:20,19.99501481,0.0,0.0,2025-06-13 00:00:00,,2025-07-04 00:00:00,2026-08-09T23:01:29.015276+08:00
2327,114年後半年度,2026-06-20 00:00:00,2026-05-28 09:26:33,5.99852571,0.0,0.0,2026-06-12 00:00:00,,2026-07-03 00:00:00,2026-08-09T23:01:29.015276+08:00
2327,112年後半年度,2024-07-05,2024-06-13 09:51:24,19.97238355,0.0,0.0,2024-06-27,,2024-07-19,2026-07-26T22:43:19.995319+08:00
2327,112年後半年度,2024-07-05 00:00:00,2024-06-13 09:51:24,19.97238355,0.0,0.0,2024-06-27 00:00:00,,2024-07-19 00:00:00,2026-07-27T00:33:28.547419+08:00
2327,112年後半年度,2024-08-21,2024-07-31 11:08:34,0.0,1.94836497,0.194836497,,2024-08-15,,2026-07-26T22:43:19.995319+08:00
2327,112年後半年度,2024-08-21 00:00:00,2024-07-31 11:08:34,0.0,1.94836497,0.194836497,,2024-08-15 00:00:00,,2026-07-27T00:33:28.547419+08:00
2327,113年後半年度,2025-06-21,2025-05-27 17:15:20,19.99501481,0.0,0.0,2025-06-13,,2025-07-04,2026-07-26T22:43:19.995319+08:00
2327,113年後半年度,2025-06-21 00:00:00,2025-05-27 17:15:20,19.99501481,0.0,0.0,2025-06-13 00:00:00,,2025-07-04 00:00:00,2026-07-27T00:33:28.547419+08:00
2327,114年後半年度,2026-06-20,2026-05-28 09:26:33,5.99852571,0.0,0.0,2026-06-12,,2026-07-03,2026-07-26T22:43:19.995319+08:00
2327,114年後半年度,2026-06-20 00:00:00,2026-05-28 09:26:33,5.99852571,0.0,0.0,2026-06-12 00:00:00,,2026-07-03 00:00:00,2026-07-27T00:33:28.547419+08:00
