stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00900,113,2024-03-05,,0.12,0.0,0.0,2024-02-27,,2024-03-25,2026-09-05T00:47:06.483178+08:00
00900,113,2024-05-25,,0.1,0.0,0.0,2024-05-17,,2024-06-13,2026-09-05T00:47:06.483178+08:00
00900,113,2024-08-24,,0.792,0.0,0.0,2024-08-16,,2024-09-11,2026-09-05T00:47:06.483178+08:00
00900,113,2024-11-24,,0.1,0.0,0.0,2024-11-18,,2024-12-12,2026-09-05T00:47:06.483178+08:00
00900,113,2024-12-23,,0.1,0.0,0.0,2024-12-17,,2025-01-10,2026-09-05T00:47:06.483178+08:00
00900,114,2025-01-25,,0.1,0.0,0.0,2025-01-17,,2025-02-18,2026-09-05T00:47:06.483178+08:00
00900,114,2025-02-25,,0.1,0.0,0.0,2025-02-19,,2025-03-14,2026-09-05T00:47:06.483178+08:00
00900,114,2025-03-24,,0.1,0.0,0.0,2025-03-18,,2025-04-14,2026-09-05T00:47:06.483178+08:00
00900,114,2025-04-29,,0.1,0.0,0.0,2025-04-23,,2025-05-19,2026-09-05T00:47:06.483178+08:00
00900,114,2025-05-25,,0.1,0.0,0.0,2025-05-19,,2025-06-13,2026-09-05T00:47:06.483178+08:00
00900,114,2025-06-23,,0.1,0.0,0.0,2025-06-17,,2025-07-10,2026-09-05T00:47:06.483178+08:00
00900,114,2025-07-22,,0.1,0.0,0.0,2025-07-16,,2025-08-08,2026-09-05T00:47:06.483178+08:00
00900,114,2025-08-24,,0.1,0.0,0.0,2025-08-18,,2025-09-11,2026-09-05T00:47:06.483178+08:00
00900,114,2025-09-22,,0.1,0.0,0.0,2025-09-16,,2025-10-14,2026-09-05T00:47:06.483178+08:00
00900,114,2025-10-26,,0.1,0.0,0.0,2025-10-20,,2025-11-13,2026-09-05T00:47:06.483178+08:00
00900,114,2025-11-24,,0.1,0.0,0.0,2025-11-18,,2025-12-11,2026-09-05T00:47:06.483178+08:00
00900,114,2025-12-22,,0.075,0.0,0.0,2025-12-16,,2026-01-12,2026-09-05T00:47:06.483178+08:00
00900,115,2026-03-03,,0.075,0.0,0.0,2026-02-25,,2026-03-20,2026-09-05T00:47:06.483178+08:00
00900,115,2026-03-23,,0.075,0.0,0.0,2026-03-17,,2026-04-13,2026-09-05T00:47:06.483178+08:00
00900,115,2026-04-26,,0.075,0.0,0.0,2026-04-20,,2026-05-15,2026-09-05T00:47:06.483178+08:00
00900,115,2026-05-25,,0.075,0.0,0.0,2026-05-19,,2026-06-11,2026-09-05T00:47:06.483178+08:00
00900,115,2026-06-22,,0.075,0.0,0.0,2026-06-16,,2026-07-09,2026-09-05T00:47:06.483178+08:00
00900,115,2026-07-22,,0.075,0.0,0.0,2026-07-16,,2026-08-10,2026-09-05T00:47:06.483178+08:00
00900,115,2026-08-24,,0.075,0.0,0.0,2026-08-18,,2026-09-10,2026-09-05T00:47:06.483178+08:00
