stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0713,113,2024-03-24,,0.88,0.0,0.0,2024-03-18,,2024-04-15,2026-07-27T00:33:24.807211+08:00
00713,113,2024-03-24,,0.88,0.0,0.0,2024-03-18,,2024-04-15,2026-08-25T21:52:16.984492+08:00
0713,113,2024-06-25,,1.5,0.0,0.0,2024-06-19,,2024-07-15,2026-07-27T00:33:24.807211+08:00
00713,113,2024-06-25,,1.5,0.0,0.0,2024-06-19,,2024-07-15,2026-08-25T21:52:16.984492+08:00
0713,113,2024-09-24,,1.5,0.0,0.0,2024-09-18,,2024-10-15,2026-07-27T00:33:24.807211+08:00
00713,113,2024-09-24,,1.5,0.0,0.0,2024-09-18,,2024-10-15,2026-08-25T21:52:16.984492+08:00
0713,113,2024-12-23,,1.4,0.0,0.0,2024-12-17,,2025-01-13,2026-07-27T00:33:24.807211+08:00
00713,113,2024-12-23,,1.4,0.0,0.0,2024-12-17,,2025-01-13,2026-08-25T21:52:16.984492+08:00
0713,114,2025-03-29,,1.4,0.0,0.0,2025-03-21,,2025-04-15,2026-07-27T00:33:24.807211+08:00
00713,114,2025-03-29,,1.4,0.0,0.0,2025-03-21,,2025-04-15,2026-08-25T21:52:16.984492+08:00
0713,114,2025-06-28,,1.1,0.0,0.0,2025-06-20,,2025-07-11,2026-07-27T00:33:24.807211+08:00
00713,114,2025-06-28,,1.1,0.0,0.0,2025-06-20,,2025-07-11,2026-08-25T21:52:16.984492+08:00
0713,114,2025-09-27,,0.78,0.0,0.0,2025-09-19,,2025-10-15,2026-07-27T00:33:24.807211+08:00
00713,114,2025-09-27,,0.78,0.0,0.0,2025-09-19,,2025-10-15,2026-08-25T21:52:16.984492+08:00
0713,114,2025-12-27,,0.78,0.0,0.0,2025-12-19,,2026-01-12,2026-07-27T00:33:24.807211+08:00
00713,114,2025-12-27,,0.78,0.0,0.0,2025-12-19,,2026-01-12,2026-08-25T21:52:16.984492+08:00
0713,115,2026-03-28,,0.78,0.0,0.0,2026-03-20,,2026-04-14,2026-07-27T00:33:24.807211+08:00
00713,115,2026-03-28,,0.78,0.0,0.0,2026-03-20,,2026-04-14,2026-08-25T21:52:16.984492+08:00
0713,115,2026-06-28,,1.0,0.0,0.0,2026-06-22,,2026-07-10,2026-07-27T00:33:24.807211+08:00
00713,115,2026-06-28,,1.0,0.0,0.0,2026-06-22,,2026-07-10,2026-08-25T21:52:16.984492+08:00
0713,113,,,1.5,0.0,0.0,,,,2026-07-26T22:43:17.575524+08:00
