stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0961,114,2025-07-22,,0.115,0.0,0.0,2025-07-16,,2025-08-08,2026-07-27T00:33:27.139846+08:00
00961,114,2025-07-22,,0.115,0.0,0.0,2025-07-16,,2025-08-08,2026-08-27T12:12:26.589991+08:00
0961,114,2025-08-24,,0.077,0.0,0.0,2025-08-18,,2025-09-10,2026-07-27T00:33:27.139846+08:00
00961,114,2025-08-24,,0.077,0.0,0.0,2025-08-18,,2025-09-10,2026-08-27T12:12:26.589991+08:00
0961,114,2025-09-22,,0.048,0.0,0.0,2025-09-16,,2025-10-13,2026-07-27T00:33:27.139846+08:00
00961,114,2025-09-22,,0.048,0.0,0.0,2025-09-16,,2025-10-13,2026-08-27T12:12:26.589991+08:00
0961,114,2025-10-26,,0.031,0.0,0.0,2025-10-20,,2025-11-12,2026-07-27T00:33:27.139846+08:00
00961,114,2025-10-26,,0.031,0.0,0.0,2025-10-20,,2025-11-12,2026-08-27T12:12:26.589991+08:00
0961,114,2025-11-24,,0.02,0.0,0.0,2025-11-18,,2025-12-11,2026-07-27T00:33:27.139846+08:00
00961,114,2025-11-24,,0.02,0.0,0.0,2025-11-18,,2025-12-11,2026-08-27T12:12:26.589991+08:00
0961,114,2025-12-22,,0.02,0.0,0.0,2025-12-16,,2026-01-09,2026-07-27T00:33:27.139846+08:00
00961,114,2025-12-22,,0.02,0.0,0.0,2025-12-16,,2026-01-09,2026-08-27T12:12:26.589991+08:00
0961,115,2026-01-25,,0.02,0.0,0.0,2026-01-19,,2026-02-11,2026-07-27T00:33:27.139846+08:00
00961,115,2026-01-25,,0.02,0.0,0.0,2026-01-19,,2026-02-11,2026-08-27T12:12:26.589991+08:00
0961,115,2026-03-07,,0.06,0.0,0.0,2026-02-26,,2026-03-25,2026-07-27T00:33:27.139846+08:00
00961,115,2026-03-07,,0.06,0.0,0.0,2026-02-26,,2026-03-25,2026-08-27T12:12:26.589991+08:00
0961,115,2026-03-23,,0.122,0.0,0.0,2026-03-17,,2026-04-13,2026-07-27T00:33:27.139846+08:00
00961,115,2026-03-23,,0.122,0.0,0.0,2026-03-17,,2026-04-13,2026-08-27T12:12:26.589991+08:00
0961,115,2026-04-26,,0.049,0.0,0.0,2026-04-20,,2026-05-14,2026-07-27T00:33:27.139846+08:00
00961,115,2026-04-26,,0.049,0.0,0.0,2026-04-20,,2026-05-14,2026-08-27T12:12:26.589991+08:00
0961,115,2026-05-25,,0.108,0.0,0.0,2026-05-19,,2026-06-11,2026-07-27T00:33:27.139846+08:00
00961,115,2026-05-25,,0.108,0.0,0.0,2026-05-19,,2026-06-11,2026-08-27T12:12:26.589991+08:00
0961,115,2026-06-12,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-07-27T00:33:27.139846+08:00
00961,115,2026-06-12,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-08-27T12:12:26.589991+08:00
0961,115,2026-06-18,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-07-27T00:33:27.139846+08:00
00961,115,2026-06-18,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-08-27T12:12:26.589991+08:00
0961,115,2026-06-22,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-07-27T00:33:27.139846+08:00
00961,115,2026-06-22,,0.15,0.0,0.0,2026-06-16,,2026-07-09,2026-08-27T12:12:26.589991+08:00
0961,115,2026-07-24,,0.19,0.0,0.0,2026-07-16,,2026-08-12,2026-07-27T00:33:27.139846+08:00
00961,115,2026-07-24,,0.19,0.0,0.0,2026-07-16,,2026-08-12,2026-08-27T12:12:26.589991+08:00
00961,115,2026-08-24,,0.19,0.0,0.0,2026-08-18,,2026-09-10,2026-08-27T12:12:26.589991+08:00
0961,115,,,0.15,0.0,0.0,,,,2026-07-26T22:43:19.126230+08:00
