stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
3008,112年後半年度,2024-03-27 00:00:00,2024-02-27 10:34:39,41.0,0.0,0.0,2024-03-21 00:00:00,,2024-04-17 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,113年前半年度,2024-08-22 00:00:00,2024-07-29 16:17:12,40.0,0.0,0.0,2024-08-15 00:00:00,,2024-09-12 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,113年後半年度,2025-03-27 00:00:00,2025-02-24 17:09:44,57.5,0.0,0.0,2025-03-20 00:00:00,,2025-04-17 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,114年前半年度,2025-08-21 00:00:00,2025-07-28 17:03:16,28.0,0.0,0.0,2025-08-14 00:00:00,,2025-09-11 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,114年後半年度,2026-03-26 00:00:00,2026-02-24 17:21:12,52.0,0.0,0.0,2026-03-19 00:00:00,,2026-04-16 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,115年前半年度,2026-08-20 00:00:00,2026-07-28 09:07:50,41.5,0.0,0.0,2026-08-13 00:00:00,,2026-09-10 00:00:00,2026-08-03T20:02:42.190048+08:00
3008,112年後半年度,2024-03-27,2024-02-27 10:34:39,41.0,0.0,0.0,2024-03-21,,2024-04-17,2026-07-26T22:43:22.613068+08:00
3008,112年後半年度,2024-03-27 00:00:00,2024-02-27 10:34:39,41.0,0.0,0.0,2024-03-21 00:00:00,,2024-04-17 00:00:00,2026-07-27T00:33:32.328866+08:00
3008,113年前半年度,2024-08-22,2024-07-29 16:17:12,40.0,0.0,0.0,2024-08-15,,2024-09-12,2026-07-26T22:43:22.613068+08:00
3008,113年前半年度,2024-08-22 00:00:00,2024-07-29 16:17:12,40.0,0.0,0.0,2024-08-15 00:00:00,,2024-09-12 00:00:00,2026-07-27T00:33:32.328866+08:00
3008,113年後半年度,2025-03-27,2025-02-24 17:09:44,57.5,0.0,0.0,2025-03-20,,2025-04-17,2026-07-26T22:43:22.613068+08:00
3008,113年後半年度,2025-03-27 00:00:00,2025-02-24 17:09:44,57.5,0.0,0.0,2025-03-20 00:00:00,,2025-04-17 00:00:00,2026-07-27T00:33:32.328866+08:00
3008,114年前半年度,2025-08-21,2025-07-28 17:03:16,28.0,0.0,0.0,2025-08-14,,2025-09-11,2026-07-26T22:43:22.613068+08:00
3008,114年前半年度,2025-08-21 00:00:00,2025-07-28 17:03:16,28.0,0.0,0.0,2025-08-14 00:00:00,,2025-09-11 00:00:00,2026-07-27T00:33:32.328866+08:00
3008,114年後半年度,2026-03-26,2026-02-24 17:21:12,52.0,0.0,0.0,2026-03-19,,2026-04-16,2026-07-26T22:43:22.613068+08:00
3008,114年後半年度,2026-03-26 00:00:00,2026-02-24 17:21:12,52.0,0.0,0.0,2026-03-19 00:00:00,,2026-04-16 00:00:00,2026-07-27T00:33:32.328866+08:00
3008,115年前半年度,2026-08-20 00:00:00,2026-07-28 09:07:50,41.5,0.0,0.0,2026-08-13 00:00:00,,2026-09-10 00:00:00,2026-07-28T16:07:59.868704+08:00
