stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0929,113,2024-01-24,,0.13,0.0,0.0,2024-01-18,,2024-02-22,2026-07-27T00:33:26.739418+08:00
00929,113,2024-01-24,,0.13,0.0,0.0,2024-01-18,,2024-02-22,2026-08-30T08:57:45.201485+08:00
0929,113,2024-03-02,,0.13,0.0,0.0,2024-02-29,,2024-03-26,2026-07-27T00:33:26.739418+08:00
00929,113,2024-03-02,,0.13,0.0,0.0,2024-02-29,,2024-03-26,2026-08-30T08:57:45.201485+08:00
0929,113,2024-03-06,,0.13,0.0,0.0,2024-02-29,,2024-03-26,2026-07-27T00:33:26.739418+08:00
00929,113,2024-03-06,,0.13,0.0,0.0,2024-02-29,,2024-03-26,2026-08-30T08:57:45.201485+08:00
0929,113,2024-03-25,,0.13,0.0,0.0,2024-03-19,,2024-04-16,2026-07-27T00:33:26.739418+08:00
00929,113,2024-03-25,,0.13,0.0,0.0,2024-03-19,,2024-04-16,2026-08-30T08:57:45.201485+08:00
0929,113,2024-04-29,,0.2,0.0,0.0,2024-04-23,,2024-05-20,2026-07-27T00:33:26.739418+08:00
00929,113,2024-04-29,,0.2,0.0,0.0,2024-04-23,,2024-05-20,2026-08-30T08:57:45.201485+08:00
0929,113,2024-05-27,,0.2,0.0,0.0,2024-05-21,,2024-06-17,2026-07-27T00:33:26.739418+08:00
00929,113,2024-05-27,,0.2,0.0,0.0,2024-05-21,,2024-06-17,2026-08-30T08:57:45.201485+08:00
0929,113,2024-06-26,,0.2,0.0,0.0,2024-06-20,,2024-07-16,2026-07-27T00:33:26.739418+08:00
00929,113,2024-06-26,,0.2,0.0,0.0,2024-06-20,,2024-07-16,2026-08-30T08:57:45.201485+08:00
0929,113,2024-07-23,,0.18,0.0,0.0,2024-07-17,,2024-08-12,2026-07-27T00:33:26.739418+08:00
00929,113,2024-07-23,,0.18,0.0,0.0,2024-07-17,,2024-08-12,2026-08-30T08:57:45.201485+08:00
0929,113,2024-08-26,,0.18,0.0,0.0,2024-08-20,,2024-09-13,2026-07-27T00:33:26.739418+08:00
00929,113,2024-08-26,,0.18,0.0,0.0,2024-08-20,,2024-09-13,2026-08-30T08:57:45.201485+08:00
0929,113,2024-09-25,,0.16,0.0,0.0,2024-09-19,,2024-10-16,2026-07-27T00:33:26.739418+08:00
00929,113,2024-09-25,,0.16,0.0,0.0,2024-09-19,,2024-10-16,2026-08-30T08:57:45.201485+08:00
0929,113,2024-10-28,,0.14,0.0,0.0,2024-10-22,,2024-11-15,2026-07-27T00:33:26.739418+08:00
00929,113,2024-10-28,,0.14,0.0,0.0,2024-10-22,,2024-11-15,2026-08-30T08:57:45.201485+08:00
0929,113,2024-11-25,,0.11,0.0,0.0,2024-11-19,,2024-12-13,2026-07-27T00:33:26.739418+08:00
00929,113,2024-11-25,,0.11,0.0,0.0,2024-11-19,,2024-12-13,2026-08-30T08:57:45.201485+08:00
0929,113,2024-12-24,,0.05,0.0,0.0,2024-12-18,,2025-01-14,2026-07-27T00:33:26.739418+08:00
00929,113,2024-12-24,,0.05,0.0,0.0,2024-12-18,,2025-01-14,2026-08-30T08:57:45.201485+08:00
0929,114,2025-01-22,,0.05,0.0,0.0,2025-01-16,,2025-02-17,2026-07-27T00:33:26.739418+08:00
00929,114,2025-01-22,,0.05,0.0,0.0,2025-01-16,,2025-02-17,2026-08-30T08:57:45.201485+08:00
0929,114,2025-02-25,,0.05,0.0,0.0,2025-02-19,,2025-03-18,2026-07-27T00:33:26.739418+08:00
00929,114,2025-02-25,,0.05,0.0,0.0,2025-02-19,,2025-03-18,2026-08-30T08:57:45.201485+08:00
0929,114,2025-03-25,,0.05,0.0,0.0,2025-03-19,,2025-04-16,2026-07-27T00:33:26.739418+08:00
00929,114,2025-03-25,,0.05,0.0,0.0,2025-03-19,,2025-04-16,2026-08-30T08:57:45.201485+08:00
0929,114,2025-04-28,,0.05,0.0,0.0,2025-04-22,,2025-05-19,2026-07-27T00:33:26.739418+08:00
00929,114,2025-04-28,,0.05,0.0,0.0,2025-04-22,,2025-05-19,2026-08-30T08:57:45.201485+08:00
0929,114,2025-05-26,,0.07,0.0,0.0,2025-05-20,,2025-06-16,2026-07-27T00:33:26.739418+08:00
00929,114,2025-05-26,,0.07,0.0,0.0,2025-05-20,,2025-06-16,2026-08-30T08:57:45.201485+08:00
0929,114,2025-06-24,,0.07,0.0,0.0,2025-06-18,,2025-07-14,2026-07-27T00:33:26.739418+08:00
00929,114,2025-06-24,,0.07,0.0,0.0,2025-06-18,,2025-07-14,2026-08-30T08:57:45.201485+08:00
0929,114,2025-07-23,,0.07,0.0,0.0,2025-07-17,,2025-08-12,2026-07-27T00:33:26.739418+08:00
00929,114,2025-07-23,,0.07,0.0,0.0,2025-07-17,,2025-08-12,2026-08-30T08:57:45.201485+08:00
0929,114,2025-08-25,,0.08,0.0,0.0,2025-08-19,,2025-09-12,2026-07-27T00:33:26.739418+08:00
00929,114,2025-08-25,,0.08,0.0,0.0,2025-08-19,,2025-09-12,2026-08-30T08:57:45.201485+08:00
0929,114,2025-09-23,,0.08,0.0,0.0,2025-09-17,,2025-10-15,2026-07-27T00:33:26.739418+08:00
00929,114,2025-09-23,,0.08,0.0,0.0,2025-09-17,,2025-10-15,2026-08-30T08:57:45.201485+08:00
0929,114,2025-10-27,,0.08,0.0,0.0,2025-10-21,,2025-11-14,2026-07-27T00:33:26.739418+08:00
00929,114,2025-10-27,,0.08,0.0,0.0,2025-10-21,,2025-11-14,2026-08-30T08:57:45.201485+08:00
0929,114,2025-11-25,,0.09,0.0,0.0,2025-11-19,,2025-12-15,2026-07-27T00:33:26.739418+08:00
00929,114,2025-11-25,,0.09,0.0,0.0,2025-11-19,,2025-12-15,2026-08-30T08:57:45.201485+08:00
0929,114,2025-12-23,,0.09,0.0,0.0,2025-12-17,,2026-01-14,2026-07-27T00:33:26.739418+08:00
00929,114,2025-12-23,,0.09,0.0,0.0,2025-12-17,,2026-01-14,2026-08-30T08:57:45.201485+08:00
0929,115,2026-01-26,,0.1,0.0,0.0,2026-01-20,,2026-02-13,2026-07-27T00:33:26.739418+08:00
00929,115,2026-01-26,,0.1,0.0,0.0,2026-01-20,,2026-02-13,2026-08-30T08:57:45.201485+08:00
0929,115,2026-03-09,,0.1,0.0,0.0,2026-03-03,,2026-03-27,2026-07-27T00:33:26.739418+08:00
00929,115,2026-03-09,,0.1,0.0,0.0,2026-03-03,,2026-03-27,2026-08-30T08:57:45.201485+08:00
0929,115,2026-03-24,,0.11,0.0,0.0,2026-03-18,,2026-04-15,2026-07-27T00:33:26.739418+08:00
00929,115,2026-03-24,,0.11,0.0,0.0,2026-03-18,,2026-04-15,2026-08-30T08:57:45.201485+08:00
0929,115,2026-04-27,,0.13,0.0,0.0,2026-04-21,,2026-05-18,2026-07-27T00:33:26.739418+08:00
