stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0892,113,2024-07-22,,0.145,0.0,0.0,2024-07-16,,2024-08-09,2026-07-27T00:33:25.832224+08:00
00892,113,2024-07-22,,0.145,0.0,0.0,2024-07-16,,2024-08-09,2026-08-13T17:49:55.996054+08:00
0892,113,2024-11-24,,0.24,0.0,0.0,2024-11-18,,2024-12-12,2026-07-27T00:33:25.832224+08:00
00892,113,2024-11-24,,0.24,0.0,0.0,2024-11-18,,2024-12-12,2026-08-13T17:49:55.996054+08:00
0892,114,2025-07-22,,0.188,0.0,0.0,2025-07-16,,2025-08-08,2026-07-27T00:33:25.832224+08:00
00892,114,2025-07-22,,0.188,0.0,0.0,2025-07-16,,2025-08-08,2026-08-13T17:49:55.996054+08:00
0892,114,2025-11-24,,0.276,0.0,0.0,2025-11-18,,2025-12-11,2026-07-27T00:33:25.832224+08:00
00892,114,2025-11-24,,0.276,0.0,0.0,2025-11-18,,2025-12-11,2026-08-13T17:49:55.996054+08:00
0892,115,2026-07-22,,2.46,0.0,0.0,2026-07-16,,2026-08-10,2026-07-27T00:33:25.832224+08:00
00892,115,2026-07-22,,2.46,0.0,0.0,2026-07-16,,2026-08-10,2026-08-13T17:49:55.996054+08:00
0892,113,,,0.24,0.0,0.0,,,,2026-07-26T22:43:18.295024+08:00
