stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0878,113,2024-03-05,,0.4,0.0,0.0,2024-02-27,,2024-03-25,2026-07-27T00:33:25.386633+08:00
00878,113,2024-03-05,,0.4,0.0,0.0,2024-02-27,,2024-03-25,2026-08-20T21:47:34.844652+08:00
0878,113,2024-05-25,,0.51,0.0,0.0,2024-05-17,,2024-06-13,2026-07-27T00:33:25.386633+08:00
00878,113,2024-05-25,,0.51,0.0,0.0,2024-05-17,,2024-06-13,2026-08-20T21:47:34.844652+08:00
0878,113,2024-08-24,,0.55,0.0,0.0,2024-08-16,,2024-09-11,2026-07-27T00:33:25.386633+08:00
00878,113,2024-08-24,,0.55,0.0,0.0,2024-08-16,,2024-09-11,2026-08-20T21:47:34.844652+08:00
0878,113,2024-11-24,,0.55,0.0,0.0,2024-11-18,,2024-12-12,2026-07-27T00:33:25.386633+08:00
00878,113,2024-11-24,,0.55,0.0,0.0,2024-11-18,,2024-12-12,2026-08-20T21:47:34.844652+08:00
0878,114,2025-02-26,,0.5,0.0,0.0,2025-02-20,,2025-03-18,2026-07-27T00:33:25.386633+08:00
00878,114,2025-02-26,,0.5,0.0,0.0,2025-02-20,,2025-03-18,2026-08-20T21:47:34.844652+08:00
0878,114,2025-05-25,,0.47,0.0,0.0,2025-05-19,,2025-06-13,2026-07-27T00:33:25.386633+08:00
00878,114,2025-05-25,,0.47,0.0,0.0,2025-05-19,,2025-06-13,2026-08-20T21:47:34.844652+08:00
0878,114,2025-08-24,,0.4,0.0,0.0,2025-08-18,,2025-09-11,2026-07-27T00:33:25.386633+08:00
00878,114,2025-08-24,,0.4,0.0,0.0,2025-08-18,,2025-09-11,2026-08-20T21:47:34.844652+08:00
0878,114,2025-11-24,,0.4,0.0,0.0,2025-11-18,,2025-12-12,2026-07-27T00:33:25.386633+08:00
00878,114,2025-11-24,,0.4,0.0,0.0,2025-11-18,,2025-12-12,2026-08-20T21:47:34.844652+08:00
0878,115,2026-03-07,,0.42,0.0,0.0,2026-02-26,,2026-03-23,2026-07-27T00:33:25.386633+08:00
00878,115,2026-03-07,,0.42,0.0,0.0,2026-02-26,,2026-03-23,2026-08-20T21:47:34.844652+08:00
0878,115,2026-05-25,,0.66,0.0,0.0,2026-05-19,,2026-06-12,2026-07-27T00:33:25.386633+08:00
00878,115,2026-05-25,,0.66,0.0,0.0,2026-05-19,,2026-06-12,2026-08-20T21:47:34.844652+08:00
00878,115,2026-08-24,,1.01,0.0,0.0,2026-08-18,,2026-09-11,2026-08-20T21:47:34.844652+08:00
0878,113,,,0.51,0.0,0.0,,,,2026-07-26T22:43:17.965477+08:00
