stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00850,113,2024-03-05,,0.43,0.0,0.0,2024-02-27,,2024-03-25,2026-08-01T19:14:40.982114+08:00
00850,113,2024-05-25,,0.54,0.0,0.0,2024-05-17,,2024-06-14,2026-08-01T19:14:40.982114+08:00
00850,113,2024-08-24,,0.62,0.0,0.0,2024-08-16,,2024-09-12,2026-08-01T19:14:40.982114+08:00
00850,113,2024-11-24,,0.65,0.0,0.0,2024-11-18,,2024-12-12,2026-08-01T19:14:40.982114+08:00
00850,114,2025-03-01,,0.66,0.0,0.0,2025-02-21,,2025-03-14,2026-08-01T19:14:40.982114+08:00
00850,114,2025-05-28,,0.6,0.0,0.0,2025-05-22,,2025-06-12,2026-08-01T19:14:40.982114+08:00
00850,114,2025-08-27,,0.6,0.0,0.0,2025-08-21,,2025-09-10,2026-08-01T19:14:40.982114+08:00
00850,114,2025-11-29,,0.7,0.0,0.0,2025-11-21,,2025-12-12,2026-08-01T19:14:40.982114+08:00
00850,115,2026-03-07,,0.8,0.0,0.0,2026-02-26,,2026-03-20,2026-08-01T19:14:40.982114+08:00
00850,115,2026-05-30,,0.85,0.0,0.0,2026-05-22,,2026-06-12,2026-08-01T19:14:40.982114+08:00
