stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
0056,113,2024-01-23 00:00:00,,0.7,0.0,0.0,2024-01-17 00:00:00,,2024-02-21 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,113,2024-04-24 00:00:00,,0.79,0.0,0.0,2024-04-18 00:00:00,,2024-05-15 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,113,2024-07-22 00:00:00,,1.07,0.0,0.0,2024-07-16 00:00:00,,2024-08-09 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,113,2024-10-23 00:00:00,,1.07,0.0,0.0,2024-10-17 00:00:00,,2024-11-12 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,114,2025-04-29 00:00:00,,1.07,0.0,0.0,2025-04-23 00:00:00,,2025-05-14 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,114,2025-07-27 00:00:00,,0.866,0.0,0.0,2025-07-21 00:00:00,,2025-08-08 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,114,2025-11-01 00:00:00,,0.866,0.0,0.0,2025-10-23 00:00:00,,2025-11-14 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,115,2026-01-28 00:00:00,,0.866,0.0,0.0,2026-01-22 00:00:00,,2026-02-11 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,115,2026-04-29 00:00:00,,1.0,0.0,0.0,2026-04-23 00:00:00,,2026-05-14 00:00:00,2026-08-02T19:09:27.662937+08:00
0056,115,2026-07-27 00:00:00,,1.35,0.0,0.0,2026-07-21 00:00:00,,2026-08-10 00:00:00,2026-08-02T19:09:27.662937+08:00
56,113,2024-01-23,,0.7,0.0,0.0,2024-01-17,,2024-02-21,2026-07-26T22:43:17.160172+08:00
56,113,2024-01-23 00:00:00,,0.7,0.0,0.0,2024-01-17 00:00:00,,2024-02-21 00:00:00,2026-07-27T00:33:24.239284+08:00
56,113,2024-04-24,,0.79,0.0,0.0,2024-04-18,,2024-05-15,2026-07-26T22:43:17.160172+08:00
56,113,2024-04-24 00:00:00,,0.79,0.0,0.0,2024-04-18 00:00:00,,2024-05-15 00:00:00,2026-07-27T00:33:24.239284+08:00
56,113,2024-07-22,,1.07,0.0,0.0,2024-07-16,,2024-08-09,2026-07-26T22:43:17.160172+08:00
56,113,2024-07-22 00:00:00,,1.07,0.0,0.0,2024-07-16 00:00:00,,2024-08-09 00:00:00,2026-07-27T00:33:24.239284+08:00
56,113,2024-10-23,,1.07,0.0,0.0,2024-10-17,,2024-11-12,2026-07-26T22:43:17.160172+08:00
56,113,2024-10-23 00:00:00,,1.07,0.0,0.0,2024-10-17 00:00:00,,2024-11-12 00:00:00,2026-07-27T00:33:24.239284+08:00
56,114,2025-04-29,,1.07,0.0,0.0,2025-04-23,,2025-05-14,2026-07-26T22:43:17.160172+08:00
56,114,2025-04-29 00:00:00,,1.07,0.0,0.0,2025-04-23 00:00:00,,2025-05-14 00:00:00,2026-07-27T00:33:24.239284+08:00
56,114,2025-07-27,,0.866,0.0,0.0,2025-07-21,,2025-08-08,2026-07-26T22:43:17.160172+08:00
56,114,2025-07-27 00:00:00,,0.866,0.0,0.0,2025-07-21 00:00:00,,2025-08-08 00:00:00,2026-07-27T00:33:24.239284+08:00
56,114,2025-11-01,,0.866,0.0,0.0,2025-10-23,,2025-11-14,2026-07-26T22:43:17.160172+08:00
56,114,2025-11-01 00:00:00,,0.866,0.0,0.0,2025-10-23 00:00:00,,2025-11-14 00:00:00,2026-07-27T00:33:24.239284+08:00
56,115,2026-01-28,,0.866,0.0,0.0,2026-01-22,,2026-02-11,2026-07-26T22:43:17.160172+08:00
56,115,2026-01-28 00:00:00,,0.866,0.0,0.0,2026-01-22 00:00:00,,2026-02-11 00:00:00,2026-07-27T00:33:24.239284+08:00
56,115,2026-04-29,,1.0,0.0,0.0,2026-04-23,,2026-05-14,2026-07-26T22:43:17.160172+08:00
56,115,2026-04-29 00:00:00,,1.0,0.0,0.0,2026-04-23 00:00:00,,2026-05-14 00:00:00,2026-07-27T00:33:24.239284+08:00
56,115,2026-07-27,,1.35,0.0,0.0,2026-07-21,,2026-08-10,2026-07-26T22:43:17.160172+08:00
56,115,2026-07-27 00:00:00,,1.35,0.0,0.0,2026-07-21 00:00:00,,2026-08-10 00:00:00,2026-07-27T00:33:24.239284+08:00
