stock_id,year,record_date,announcement_datetime,cash_dividend,stock_dividend_value,stock_dividend_rate,cash_ex_dividend_date,stock_ex_right_date,cash_payment_date,updated_at
00733,113,2024-04-24 00:00:00,,5.153,0.0,0.0,2024-04-18 00:00:00,,2024-05-15 00:00:00,2026-07-28T16:07:50.578056+08:00
00733,113,2024-10-23 00:00:00,,1.321,0.0,0.0,2024-10-17 00:00:00,,2024-11-11 00:00:00,2026-07-28T16:07:50.578056+08:00
00733,114,2025-04-29 00:00:00,,0.073,0.0,0.0,2025-04-23 00:00:00,,2025-05-19 00:00:00,2026-07-28T16:07:50.578056+08:00
00733,114,2025-10-26 00:00:00,,1.063,0.0,0.0,2025-10-20 00:00:00,,2025-11-13 00:00:00,2026-07-28T16:07:50.578056+08:00
00733,115,2026-04-26 00:00:00,,0.578,0.0,0.0,2026-04-20 00:00:00,,2026-05-15 00:00:00,2026-07-28T16:07:50.578056+08:00
733,113,2024-04-24,,5.153,0.0,0.0,2024-04-18,,2024-05-15,2026-07-27T23:59:22.091700+08:00
733,113,2024-04-24 00:00:00,,5.153,0.0,0.0,2024-04-18 00:00:00,,2024-05-15 00:00:00,2026-07-28T02:18:26.237763+08:00
733,113,2024-10-23,,1.321,0.0,0.0,2024-10-17,,2024-11-11,2026-07-27T23:59:22.091700+08:00
733,113,2024-10-23 00:00:00,,1.321,0.0,0.0,2024-10-17 00:00:00,,2024-11-11 00:00:00,2026-07-28T02:18:26.237763+08:00
733,114,2025-04-29,,0.073,0.0,0.0,2025-04-23,,2025-05-19,2026-07-27T23:59:22.091700+08:00
733,114,2025-04-29 00:00:00,,0.073,0.0,0.0,2025-04-23 00:00:00,,2025-05-19 00:00:00,2026-07-28T02:18:26.237763+08:00
733,114,2025-10-26,,1.063,0.0,0.0,2025-10-20,,2025-11-13,2026-07-27T23:59:22.091700+08:00
733,114,2025-10-26 00:00:00,,1.063,0.0,0.0,2025-10-20 00:00:00,,2025-11-13 00:00:00,2026-07-28T02:18:26.237763+08:00
733,115,2026-04-26,,0.578,0.0,0.0,2026-04-20,,2026-05-15,2026-07-27T23:59:22.091700+08:00
733,115,2026-04-26 00:00:00,,0.578,0.0,0.0,2026-04-20 00:00:00,,2026-05-15 00:00:00,2026-07-28T02:18:26.237763+08:00
