ticker,us_trade_date,adjusted_close,close,high,low,open,volume,return_1d,updated_at
TSM,2024-07-18,167.56085205078125,171.8699951171875,178.69000244140625,164.50999450683594,175.5,52903600,,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-19,161.61376953125,165.77000427246094,170.52000427246094,165.22000122070312,169.1699981689453,22585300,-0.035491889323481685,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-22,165.10403442382812,169.35000610351562,170.8800048828125,166.17999267578125,166.61000061035156,21037200,0.021596197977835407,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-23,165.56224060058594,169.82000732421875,171.5399932861328,167.97000122070312,169.4199981689453,11690700,0.0027753244981629788,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-24,155.79345703125,159.8000030517578,165.4499969482422,159.58999633789062,165.08999633789062,19536600,-0.05900367353848268,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-25,156.26144409179688,160.27999877929688,163.39999389648438,152.11000061035156,158.16000366210938,25731800,0.0030037278997021577,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-26,157.8798065185547,161.94000244140625,164.58999633789062,159.19000244140625,164.3000030517578,13089200,0.010356898395009084,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-29,155.9982147216797,160.00999450683594,163.22999572753906,158.6300048828125,162.67999267578125,12663100,-0.011918043136183276,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-30,150.6653594970703,154.5399932861328,161.14999389648438,152.5500030517578,160.44000244140625,22018000,-0.034185372217292564,2026-07-20T00:16:02.137039+08:00
TSM,2024-07-31,161.64305114746094,165.8000030517578,166.64999389648438,162.07000732421875,163.77000427246094,19860400,0.07286146146503936,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-01,154.21409606933594,158.17999267578125,167.6699981689453,156.83999633789062,163.47999572753906,21095600,-0.04595904846634913,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-02,146.10267639160156,149.86000061035156,153.86000061035156,146.88999938964844,151.25,31095300,-0.05259825800145934,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-05,144.2405548095703,147.9499969482422,150.0,133.57000732421875,133.86000061035156,31193100,-0.012745253265249445,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-06,151.49403381347656,155.38999938964844,157.7100067138672,147.72000122070312,150.44000244140625,24528100,0.050287276748028686,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-07,151.15280151367188,155.0399932861328,162.64999389648438,154.52000427246094,161.5500030517578,22379000,-0.0022524364816938203,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-08,160.4243621826172,164.5500030517578,164.75,155.5399932861328,159.27000427246094,18889600,0.061339074931936244,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-09,162.929931640625,167.1199951171875,167.8000030517578,163.24000549316406,166.32000732421875,20519400,0.01561830457469715,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-12,163.42713928222656,167.6300048828125,169.52999877929688,165.5399932861328,166.0,14727300,0.0030517579016644536,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-13,168.01905822753906,172.33999633789062,172.4499969482422,166.33999633789062,168.0,15243500,0.02809754410238674,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-14,165.70848083496094,169.97000122070312,172.50999450683594,167.19000244140625,171.8800048828125,11510300,-0.013751857766904463,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-15,169.59844970703125,173.9600067138672,175.44000244140625,170.82000732421875,172.42999267578125,15393500,0.02347476298469342,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-16,170.1638946533203,174.5399932861328,175.0,172.25,173.38999938964844,10710000,0.003334022475749876,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-19,171.05105590820312,175.4499969482422,175.4499969482422,171.10000610351562,174.75999450683594,11511000,0.005213725776977318,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-20,167.72657775878906,172.0399932861328,175.39999389648438,169.85000610351562,175.39999389648438,13555500,-0.019435757887846128,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-21,167.14161682128906,171.44000244140625,173.0800018310547,169.91000366210938,170.36000061035156,9434800,-0.0034875079524600006,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-22,162.26699829101562,166.44000244140625,173.27999877929688,166.05999755859375,172.0,13546100,-0.02916472193652042,2026-07-20T00:16:02.137039+08:00
TSM,2024-08-23,166.98562622070312,171.27999877929688,173.2899932861328,167.9199981689453,169.0,12189100,0.029079525756402935,2026-07-20T00:16:02.137039+08:00
