ticker,us_trade_date,adjusted_close,close,high,low,open,volume,return_1d,updated_at
NVDA,2024-09-12,118.82117462158203,119.13999938964844,120.79000091552734,115.37999725341797,116.83999633789062,366052700,,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-13,118.78128051757812,119.0999984741211,119.95999908447266,117.5999984741211,119.08000183105469,238358300,-0.0003357471523608435,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-16,116.46749114990234,116.77999877929688,118.18000030517578,114.36000061035156,116.79000091552734,248772300,-0.019479426738433836,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-17,115.28067016601562,115.58999633789062,118.80000305175781,114.83000183105469,118.16999816894531,231925900,-0.010190122057247453,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-18,113.06661987304688,113.37000274658203,117.69999694824219,113.22000122070312,115.88999938964844,310318900,-0.019205758816871588,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-19,117.55457305908203,117.87000274658203,119.66000366210938,117.25,117.3499984741211,293506400,0.03969303952526948,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-20,115.6895751953125,116.0,118.62000274658203,115.38999938964844,117.05999755859375,382462400,-0.015864958878490043,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-23,115.94888305664062,116.26000213623047,116.98999786376953,114.86000061035156,116.55000305175781,206228500,0.0022413977261246387,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-24,120.54655456542969,120.87000274658203,121.80000305175781,115.37999725341797,116.5199966430664,354966800,0.03965250753177929,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-25,123.17948913574219,123.51000213623047,124.94000244140625,121.61000061035156,122.0199966430664,284692900,0.021841642505655345,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-26,123.70806121826172,124.04000091552734,127.66999816894531,121.80000305175781,126.80000305175781,302582900,0.004291140556473172,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-27,121.07511901855469,121.4000015258789,124.02999877929688,119.26000213623047,123.97000122070312,271009200,-0.02128345187167735,2026-09-12T08:50:45.538449+08:00
NVDA,2024-09-30,121.11502838134766,121.44000244140625,121.5,118.1500015258789,118.30999755859375,226553700,0.00032949682886806997,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-01,116.68690490722656,117.0,122.44000244140625,115.79000091552734,121.7699966430664,302094500,-0.03656128419091986,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-02,118.53195190429688,118.8499984741211,119.37999725341797,115.13999938964844,116.44000244140625,221845900,0.015811952770265814,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-03,122.52124786376953,122.8499984741211,124.36000061035156,120.33999633789062,120.91999816894531,277118000,0.03365586917420926,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-04,124.5857162475586,124.91999816894531,125.04000091552734,121.83000183105469,124.94000244140625,243678100,0.01684981457496937,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-07,127.37821197509766,127.72000122070312,130.63999938964844,124.94999694824219,124.98999786376953,346250200,0.022414369939159018,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-08,132.53436279296875,132.88999938964844,133.47999572753906,129.4199981689453,130.25999450683594,285722500,0.04047915846799466,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-09,132.29501342773438,132.64999389648438,134.52000427246094,131.3800048828125,134.11000061035156,246191600,-0.0018060463109819125,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-10,134.44921875,134.80999755859375,135.0,131.0,131.91000366210938,242311300,0.016283481051608373,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-11,134.43927001953125,134.8000030517578,135.77999877929688,133.66000366210938,134.00999450683594,170209500,-7.41377272972521e-05,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-14,137.70053100585938,138.07000732421875,139.60000610351562,136.3000030517578,136.47000122070312,232347700,0.02425819138301799,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-15,131.2478485107422,131.60000610351562,138.57000732421875,128.74000549316406,137.8699951171875,377831000,-0.04686029461496399,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-16,135.3568115234375,135.72000122070312,136.6199951171875,131.5800018310547,133.97999572753906,264879700,0.031306952326026094,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-17,136.5635528564453,136.92999267578125,140.88999938964844,136.8699951171875,139.33999633789062,306435900,0.008915351047709352,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-18,137.6306915283203,138.0,138.89999389648438,137.27999877929688,138.6699981689453,176090200,0.007814265547740673,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-21,143.325439453125,143.7100067138672,143.7100067138672,138.0,138.1300048828125,264554500,0.041376860245414315,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-22,143.2057342529297,143.58999633789062,144.4199981689453,141.77999877929688,142.91000366210938,226311600,-0.0008350871224681589,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-23,139.18653869628906,139.55999755859375,142.42999267578125,137.4600067138672,142.02999877929688,285930000,-0.028066013525159694,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-24,140.03428649902344,140.41000366210938,141.35000610351562,138.4600067138672,140.82000732421875,172354900,0.006090614204537825,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-25,141.1612091064453,141.5399932861328,144.1300048828125,140.8000030517578,140.92999267578125,205122100,0.008047785731440493,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-28,140.14395141601562,140.52000427246094,143.13999938964844,140.0500030517578,143.0,173586700,-0.007206366130100728,2026-09-12T08:50:45.538449+08:00
NVDA,2024-10-29,140.8720245361328,141.25,142.25999450683594,138.89999389648438,140.2899932861328,157593600,0.005194959474407845,2026-09-12T08:50:45.538449+08:00
